"ID","Pokemon","Family","Shadow","Little_Rank","Master_Rank","Ultra_Rank","Great_Rank","Little_IVs","Master_IVs","Ultra_IVs","Great_IVs","Little_Level","Master_Level","Ultra_Level","Great_Level","Little_CP","Master_CP","Ultra_CP","Great_CP","Little_MoveSet","Master_MoveSet","Ultra_MoveSet","Great_MoveSet","Evo_Fam","Evo_Next"
"103","Exeggutor (Alolan)","Exeggcute","FALSE",,"170",,,,"15/15/15",,,,"50",,,,"3407",,,,"Dragon Tail, Seed Bomb, Draco Meteor",,,"102;103","103"
"103","Exeggutor (Alolan) (Shadow)","Exeggcute","TRUE",,"200",,,,"15/15/15",,,,"50",,,,"3407",,,,"Dragon Tail, Seed Bomb, Draco Meteor",,,"102;103","103"
"103","Exeggutor (Shadow)","Exeggcute","TRUE",,"237",,,,"15/15/15",,,,"50",,,,"3408",,,,"Bullet Seed, Seed Bomb, Psychic",,,"102;103","103"
"112","Rhydon","Rhyhorn","FALSE",,"166",,,,"15/15/15",,,,"50",,,,"3594",,,,"Mud Slap, Breaking Swipe, Stone Edge",,,"111;112;464","112;464"
"112","Rhydon (Shadow)","Rhyhorn","TRUE",,"174",,,,"15/15/15",,,,"50",,,,"3594",,,,"Mud Slap, Breaking Swipe, Stone Edge",,,"111;112;464","112;464"
"115","Kangaskhan","Kangaskhan","FALSE",,"199",,,,"15/15/15",,,,"50",,,,"2924",,,,"Mud Slap, Crunch, Stomp",,,"115","115"
"127","Pinsir","Pinsir","FALSE",,"149",,,,"15/15/15",,,,"50",,,,"3345",,,,"Fury Cutter, Close Combat, X-Scissor",,,"127","127"
"127","Pinsir (Shadow)","Pinsir","TRUE",,"138",,,,"15/15/15",,,,"50",,,,"3345",,,,"Fury Cutter, Close Combat, X-Scissor",,,"127","127"
"128","Tauros (Aqua)","Tauros","FALSE",,"132",,,,"15/15/15",,,,"50",,,,"3207",,,,"Double Kick, Aqua Jet, Trailblaze",,,"128","128"
"128","Tauros (Blaze)","Tauros","FALSE",,"176",,,,"15/15/15",,,,"50",,,,"3207",,,,"Double Kick, Trailblaze, Flame Charge",,,"128","128"
"128","Tauros (Combat)","Tauros","FALSE",,"190",,,,"15/15/15",,,,"50",,,,"3207",,,,"Double Kick, Close Combat, Trailblaze",,,"128","128"
"130","Gyarados","Magikarp","FALSE",,"6",,,,"15/15/15",,,,"50",,,,"3834",,,,"Dragon Breath, Aqua Tail, Crunch",,,"129;130","130"
"130","Gyarados (Shadow)","Magikarp","TRUE",,"11",,,,"15/15/15",,,,"50",,,,"3834",,,,"Dragon Breath, Aqua Tail, Crunch",,,"129;130","130"
"131","Lapras","Lapras","FALSE",,"33",,,,"15/15/15",,,,"50",,,,"2985",,,,"Psywave, Sparkling Aria, Ice Beam",,,"131","131"
"131","Lapras (Shadow)","Lapras","TRUE",,"31",,,,"15/15/15",,,,"50",,,,"2985",,,,"Psywave, Sparkling Aria, Ice Beam",,,"131","131"
"134","Vaporeon","Eevee","FALSE",,"43",,,,"15/15/15",,,,"50",,,,"3521",,,,"Water Gun, Aqua Tail, Last Resort",,,"133;134","134"
"135","Jolteon","Eevee","FALSE",,"139",,,,"15/15/15",,,,"50",,,,"3265",,,,"Volt Switch, Discharge, Last Resort",,,"133;135","135"
"136","Flareon","Eevee","FALSE",,"224",,,,"15/15/15",,,,"50",,,,"3424",,,,"Fire Spin, Superpower, Flamethrower",,,"133;136","136"
"139","Omastar","Omanyte","FALSE",,"229",,,,"15/15/15",,,,"50",,,,"3150",,,,"Mud Shot, Rock Slide, Rock Blast",,,"138;139","139"
"139","Omastar (Shadow)","Omanyte","TRUE",,"230",,,,"15/15/15",,,,"50",,,,"3150",,,,"Mud Shot, Rock Slide, Rock Blast",,,"138;139","139"
"142","Aerodactyl","Aerodactyl","FALSE",,"256",,,,"15/15/15",,,,"50",,,,"3147",,,,"Steel Wing, Rock Slide, Earth Power",,,"142","142"
"142","Aerodactyl (Shadow)","Aerodactyl","TRUE",,"259",,,,"15/15/15",,,,"50",,,,"3147",,,,"Steel Wing, Rock Slide, Earth Power",,,"142","142"
"143","Snorlax","Snorlax","FALSE",,"49",,,,"15/15/15",,,,"50",,,,"3647",,,,"Lick, Body Slam, Superpower",,,"143;446","143;446"
"143","Snorlax (Shadow)","Snorlax","TRUE",,"23",,,,"15/15/15",,,,"50",,,,"3647",,,,"Lick, Body Slam, Superpower",,,"143;446","143;446"
"149","Dragonite","Dratini","FALSE",,"12",,,,"15/15/15",,,,"50",,,,"4287",,,,"Dragon Breath, Thunder Punch, Superpower",,,"147;148;149","149"
"149","Dragonite (Shadow)","Dratini","TRUE",,"9",,,,"15/15/15",,,,"50",,,,"4287",,,,"Dragon Breath, Thunder Punch, Superpower",,,"147;148;149","149"
"157","Typhlosion","Cyndaquil","FALSE",,"111",,,,"15/15/15",,,,"50",,,,"3266",,,,"Incinerate, Blast Burn, Thunder Punch",,,"155;156;157","157"
"157","Typhlosion (Hisuian)","Cyndaquil","FALSE",,"152",,,,"15/15/15",,,,"50",,,,"3385",,,,"Hex, Shadow Ball, Fire Punch",,,"155;156;157","157"
"157","Typhlosion (Shadow)","Cyndaquil","TRUE",,"116",,,,"15/15/15",,,,"50",,,,"3266",,,,"Incinerate, Blast Burn, Thunder Punch",,,"155;156;157","157"
"160","Feraligatr","Totodile","FALSE",,"22",,,,"15/15/15",,,,"50",,,,"3230",,,,"Shadow Claw, Hydro Cannon, Ice Beam",,,"158;159;160","160"
"160","Feraligatr (Shadow)","Totodile","TRUE",,"46",,,,"15/15/15",,,,"50",,,,"3230",,,,"Shadow Claw, Hydro Cannon, Ice Beam",,,"158;159;160","160"
"169","Crobat","Zubat","FALSE",,"211",,,,"15/15/15",,,,"50",,,,"2992",,,,"Air Slash, Cross Poison, Shadow Ball",,,"41;42;169","169"
"169","Crobat (Shadow)","Zubat","TRUE",,"205",,,,"15/15/15",,,,"50",,,,"2992",,,,"Air Slash, Cross Poison, Shadow Ball",,,"41;42;169","169"
"181","Ampharos","Mareep","FALSE",,"59",,,,"15/15/15",,,,"50",,,,"3225",,,,"Volt Switch, Brutal Swing, Thunder Punch",,,"179;180;181","181"
"181","Ampharos (Shadow)","Mareep","TRUE",,"88",,,,"15/15/15",,,,"50",,,,"3225",,,,"Volt Switch, Brutal Swing, Thunder Punch",,,"179;180;181","181"
"196","Espeon","Eevee","FALSE",,"109",,,,"15/15/15",,,,"50",,,,"3583",,,,"Confusion, Psychic Fangs, Shadow Ball",,,"133;196","196"
"197","Umbreon","Eevee","FALSE",,"253",,,,"15/15/15",,,,"50",,,,"2416",,,,"Snarl, Foul Play, Last Resort",,,"133;197","197"
"199","Slowking","Slowpoke","FALSE",,"192",,,,"15/15/15",,,,"50",,,,"2877",,,,"Confusion, Surf, Scald",,,"79;199","199"
"199","Slowking (Galarian)","Slowpoke","FALSE",,"185",,,,"15/15/15",,,,"50",,,,"3072",,,,"Hex, Surf, Shadow Ball",,,"79;199","199"
"199","Slowking (Shadow)","Slowpoke","TRUE",,"207",,,,"15/15/15",,,,"50",,,,"2877",,,,"Confusion, Surf, Scald",,,"79;199","199"
"208","Steelix","Onix","FALSE",,"248",,,,"15/15/15",,,,"50",,,,"2729",,,,"Dragon Tail, Breaking Swipe, Crunch",,,"95;208","208"
"208","Steelix (Shadow)","Onix","TRUE",,"251",,,,"15/15/15",,,,"50",,,,"2729",,,,"Dragon Tail, Breaking Swipe, Crunch",,,"95;208","208"
"212","Scizor","Scyther","FALSE",,"10",,,,"15/15/15",,,,"50",,,,"3393",,,,"Bullet Punch, Night Slash, Trailblaze",,,"123;212","212"
"212","Scizor (Shadow)","Scyther","TRUE",,"18",,,,"15/15/15",,,,"50",,,,"3393",,,,"Bullet Punch, Night Slash, Trailblaze",,,"123;212","212"
"214","Heracross","Heracross","FALSE",,"168",,,,"15/15/15",,,,"50",,,,"3506",,,,"Counter, Close Combat, Rock Blast",,,"214","214"
"217","Ursaring","Teddiursa","FALSE",,"87",,,,"15/15/15",,,,"50",,,,"3329",,,,"Shadow Claw, Close Combat, Trailblaze",,,"216;217;901","217;901"
"217","Ursaring (Shadow)","Teddiursa","TRUE",,"113",,,,"15/15/15",,,,"50",,,,"3329",,,,"Shadow Claw, Close Combat, Trailblaze",,,"216;217;901","217;901"
"230","Kingdra","Horsea","FALSE",,"148",,,,"15/15/15",,,,"50",,,,"2986",,,,"Dragon Breath, Outrage, Swift",,,"116;117;230","230"
"230","Kingdra (Shadow)","Horsea","TRUE",,"153",,,,"15/15/15",,,,"50",,,,"2986",,,,"Dragon Breath, Outrage, Swift",,,"116;117;230","230"
"232","Donphan","Phanpy","FALSE",,"67",,,,"15/15/15",,,,"50",,,,"3407",,,,"Mud Slap, Body Slam, Trailblaze",,,"231;232","232"
"232","Donphan (Shadow)","Phanpy","TRUE",,"73",,,,"15/15/15",,,,"50",,,,"3407",,,,"Mud Slap, Body Slam, Trailblaze",,,"231;232","232"
"233","Porygon2","Porygon","FALSE",,"218",,,,"15/15/15",,,,"50",,,,"3065",,,,"Lock On, Tri Attack, Return",,,"137;233;474","233;474"
"233","Porygon2 (Shadow)","Porygon","TRUE",,"238",,,,"15/15/15",,,,"50",,,,"3065",,,,"Lock On, Tri Attack, Zap Cannon",,,"137;233;474","233;474"
"241","Miltank","Miltank","FALSE",,"204",,,,"15/15/15",,,,"50",,,,"2662",,,,"Rollout, Body Slam, Ice Beam",,,"241","241"
"242","Blissey","Chansey","FALSE",,"236",,,,"15/15/15",,,,"50",,,,"3117",,,,"Zen Headbutt, Wild Charge, Hyper Beam",,,"113;242;440","242;440"
"248","Tyranitar","Larvitar","FALSE",,"89",,,,"15/15/15",,,,"50",,,,"4335",,,,"Smack Down, Brutal Swing, Stone Edge",,,"246;247;248","248"
"248","Tyranitar (Shadow)","Larvitar","TRUE",,"103",,,,"15/15/15",,,,"50",,,,"4335",,,,"Smack Down, Brutal Swing, Stone Edge",,,"246;247;248","248"
"260","Swampert","Mudkip","FALSE",,"45",,,,"15/15/15",,,,"50",,,,"3362",,,,"Mud Shot, Hydro Cannon, Earthquake",,,"258;259;260","260"
"260","Swampert (Shadow)","Mudkip","TRUE",,"62",,,,"15/15/15",,,,"50",,,,"3362",,,,"Mud Shot, Hydro Cannon, Earthquake",,,"258;259;260","260"
"282","Gardevoir","Ralts","FALSE",,"110",,,,"15/15/15",,,,"50",,,,"3497",,,,"Charm, Triple Axel, Shadow Ball",,,"280;281;282","282"
"282","Gardevoir (Shadow)","Ralts","TRUE",,"154",,,,"15/15/15",,,,"50",,,,"3497",,,,"Charm, Triple Axel, Shadow Ball",,,"280;281;282","282"
"289","Slaking","Slakoth","FALSE",,"249",,,,"15/15/15",,,,"50",,,,"5010",,,,"Yawn, Body Slam, Earthquake",,,"287;288;289","289"
"289","Slaking (Shadow)","Slakoth","TRUE",,"247",,,,"15/15/15",,,,"50",,,,"5010",,,,"Yawn, Body Slam, Earthquake",,,"287;288;289","289"
"297","Hariyama","Makuhita","FALSE",,"222",,,,"15/15/15",,,,"50",,,,"3198",,,,"Counter, Close Combat, Heavy Slam",,,"296;297","297"
"297","Hariyama (Shadow)","Makuhita","TRUE",,"203",,,,"15/15/15",,,,"50",,,,"3198",,,,"Counter, Close Combat, Superpower",,,"296;297","297"
"306","Aggron","Aron","FALSE",,"123",,,,"15/15/15",,,,"50",,,,"3391",,,,"Dragon Tail, Rock Tomb, Thunder",,,"304;305;306","306"
"306","Aggron (Shadow)","Aron","TRUE",,"131",,,,"15/15/15",,,,"50",,,,"3391",,,,"Dragon Tail, Rock Tomb, Thunder",,,"304;305;306","306"
"348","Armaldo","Anorith","FALSE",,"191",,,,"15/15/15",,,,"50",,,,"3220",,,,"Fury Cutter, Rock Blast, Liquidation",,,"347;348","348"
"348","Armaldo (Shadow)","Anorith","TRUE",,"188",,,,"15/15/15",,,,"50",,,,"3220",,,,"Fury Cutter, Rock Blast, Liquidation",,,"347;348","348"
"350","Milotic","Feebas","FALSE",,"57",,,,"15/15/15",,,,"50",,,,"3398",,,,"Dragon Tail, Surf, Blizzard",,,"349;350","350"
"350","Milotic (Shadow)","Feebas","TRUE",,"66",,,,"15/15/15",,,,"50",,,,"3398",,,,"Dragon Tail, Surf, Wrap",,,"349;350","350"
"365","Walrein","Spheal","FALSE",,"79",,,,"15/15/15",,,,"50",,,,"3081",,,,"Powder Snow, Icicle Spear, Earthquake",,,"363;364;365","365"
"365","Walrein (Shadow)","Spheal","TRUE",,"91",,,,"15/15/15",,,,"50",,,,"3081",,,,"Powder Snow, Icicle Spear, Earthquake",,,"363;364;365","365"
"369","Relicanth","Relicanth","FALSE",,"173",,,,"15/15/15",,,,"50",,,,"2858",,,,"Water Gun, Aqua Tail, Ancient Power",,,"369","369"
"373","Salamence","Bagon","FALSE",,"40",,,,"15/15/15",,,,"50",,,,"4239",,,,"Dragon Tail, Brutal Swing, Fly",,,"371;372;373","373"
"373","Salamence (Shadow)","Bagon","TRUE",,"26",,,,"15/15/15",,,,"50",,,,"4239",,,,"Dragon Tail, Brutal Swing, Fly",,,"371;372;373","373"
"376","Metagross","Beldum","FALSE",,"2",,,,"15/15/15",,,,"50",,,,"4286",,,,"Shadow Claw, Meteor Mash, Earthquake",,,"374;375;376","376"
"376","Metagross (Shadow)","Beldum","TRUE",,"4",,,,"15/15/15",,,,"50",,,,"4286",,,,"Shadow Claw, Meteor Mash, Earthquake",,,"374;375;376","376"
"389","Torterra","Turtwig","FALSE",,"38",,,,"15/15/15",,,,"50",,,,"3318",,,,"Mud Slap, Frenzy Plant, Stone Edge",,,"387;388;389","389"
"389","Torterra (Shadow)","Turtwig","TRUE",,"80",,,,"15/15/15",,,,"50",,,,"3318",,,,"Mud Slap, Frenzy Plant, Sand Tomb",,,"387;388;389","389"
"395","Empoleon","Piplup","FALSE",,"134",,,,"15/15/15",,,,"50",,,,"3279",,,,"Steel Wing, Hydro Cannon, Drill Peck",,,"393;394;395","395"
"395","Empoleon (Shadow)","Piplup","TRUE",,"135",,,,"15/15/15",,,,"50",,,,"3279",,,,"Steel Wing, Hydro Cannon, Drill Peck",,,"393;394;395","395"
"405","Luxray","Shinx","FALSE",,"187",,,,"15/15/15",,,,"50",,,,"3265",,,,"Spark, Wild Charge, Crunch",,,"403;404;405","405"
"405","Luxray (Shadow)","Shinx","TRUE",,"221",,,,"15/15/15",,,,"50",,,,"3265",,,,"Spark, Wild Charge, Crunch",,,"403;404;405","405"
"407","Roserade","Roselia","FALSE",,"29",,,,"15/15/15",,,,"50",,,,"3359",,,,"Poison Sting, Weather Ball (Fire), Leaf Storm",,,"315;406;407","406;407"
"409","Rampardos","Cranidos","FALSE",,"246",,,,"15/15/15",,,,"50",,,,"3728",,,,"Smack Down, Rock Slide, Flamethrower",,,"408;409","409"
"409","Rampardos (Shadow)","Cranidos","TRUE",,"235",,,,"15/15/15",,,,"50",,,,"3728",,,,"Smack Down, Rock Slide, Flamethrower",,,"408;409","409"
"445","Garchomp","Gible","FALSE",,"51",,,,"15/15/15",,,,"50",,,,"4479",,,,"Mud Shot, Breaking Swipe, Earth Power",,,"443;444;445","445"
"445","Garchomp (Shadow)","Gible","TRUE",,"41",,,,"15/15/15",,,,"50",,,,"4479",,,,"Dragon Tail, Breaking Swipe, Earth Power",,,"443;444;445","445"
"450","Hippowdon","Hippopotas","FALSE",,"50",,,,"15/15/15",,,,"50",,,,"3488",,,,"Sand Attack, Weather Ball (Rock), Earth Power",,,"449;450","450"
"450","Hippowdon (Shadow)","Hippopotas","TRUE",,"37",,,,"15/15/15",,,,"50",,,,"3488",,,,"Sand Attack, Weather Ball (Rock), Earth Power",,,"449;450","450"
"461","Weavile","Sneasel","FALSE",,"215",,,,"15/15/15",,,,"50",,,,"3397",,,,"Snarl, Avalanche, Focus Blast",,,"215;461","461"
"461","Weavile (Shadow)","Sneasel","TRUE",,"195",,,,"15/15/15",,,,"50",,,,"3397",,,,"Snarl, Avalanche, Focus Blast",,,"215;461","461"
"462","Magnezone","Magnemite","FALSE",,"52",,,,"15/15/15",,,,"50",,,,"3623",,,,"Volt Switch, Wild Charge, Mirror Shot",,,"81;82;462","462"
"462","Magnezone (Shadow)","Magnemite","TRUE",,"34",,,,"15/15/15",,,,"50",,,,"3623",,,,"Volt Switch, Wild Charge, Mirror Shot",,,"81;82;462","462"
"463","Lickilicky","Lickitung","FALSE",,"197",,,,"15/15/15",,,,"50",,,,"2789",,,,"Lick, Body Slam, Shadow Ball",,,"108;463","463"
"464","Rhyperior","Rhyhorn","FALSE",,"13",,,,"15/15/15",,,,"50",,,,"4221",,,,"Mud Slap, Breaking Swipe, Rock Wrecker",,,"111;112;464","464"
"464","Rhyperior (Shadow)","Rhyhorn","TRUE",,"17",,,,"15/15/15",,,,"50",,,,"4221",,,,"Mud Slap, Rock Wrecker, Breaking Swipe",,,"111;112;464","464"
"465","Tangrowth","Tangela","FALSE",,"42",,,,"15/15/15",,,,"50",,,,"3425",,,,"Vine Whip, Power Whip, Rock Slide",,,"114;465","465"
"465","Tangrowth (Shadow)","Tangela","TRUE",,"71",,,,"15/15/15",,,,"50",,,,"3425",,,,"Vine Whip, Power Whip, Rock Slide",,,"114;465","465"
"466","Electivire","Electabuzz","FALSE",,"54",,,,"15/15/15",,,,"50",,,,"3481",,,,"Thunder Shock, Wild Charge, Ice Punch",,,"125;239;466","239;466"
"466","Electivire (Shadow)","Electabuzz","TRUE",,"39",,,,"15/15/15",,,,"50",,,,"3481",,,,"Thunder Shock, Wild Charge, Ice Punch",,,"125;239;466","239;466"
"467","Magmortar","Magmar","FALSE",,"169",,,,"15/15/15",,,,"50",,,,"3541",,,,"Fire Spin, Fire Punch, Thunderbolt",,,"126;240;467","240;467"
"467","Magmortar (Shadow)","Magmar","TRUE",,"117",,,,"15/15/15",,,,"50",,,,"3541",,,,"Karate Chop, Fire Punch, Thunderbolt",,,"126;240;467","240;467"
"468","Togekiss","Togepi","FALSE",,"3",,,,"15/15/15",,,,"50",,,,"3767",,,,"Peck, Dazzling Gleam, Aura Sphere",,,"175;176;468","468"
"469","Yanmega","Yanma","FALSE",,"244",,,,"15/15/15",,,,"50",,,,"3330",,,,"Wing Attack, Aerial Ace, Ancient Power",,,"193;469","469"
"470","Leafeon","Leafeon","FALSE",,"107",,,,"15/15/15",,,,"50",,,,"3328",,,,"Quick Attack, Leaf Blade, Last Resort",,,"133;470","470"
"471","Glaceon","Glaceon","FALSE",,"125",,,,"15/15/15",,,,"50",,,,"3535",,,,"Ice Shard, Avalanche, Icy Wind",,,"133;471","471"
"472","Gliscor","Gligar","FALSE",,"194",,,,"15/15/15",,,,"50",,,,"3043",,,,"Wing Attack, Night Slash, Earthquake",,,"207;472","472"
"472","Gliscor (Shadow)","Gligar","TRUE",,"227",,,,"15/15/15",,,,"50",,,,"3043",,,,"Wing Attack, Night Slash, Aerial Ace",,,"207;472","472"
"473","Mamoswine","Swinub","FALSE",,"61",,,,"15/15/15",,,,"50",,,,"3763",,,,"Powder Snow, Icicle Spear, High Horsepower",,,"220;221;473","473"
"473","Mamoswine (Shadow)","Swinub","TRUE",,"60",,,,"15/15/15",,,,"50",,,,"3763",,,,"Powder Snow, Icicle Spear, High Horsepower",,,"220;221;473","473"
"474","Porygon-Z","Porygon","FALSE",,"162",,,,"15/15/15",,,,"50",,,,"3693",,,,"Lock On, Tri Attack, Blizzard",,,"137;233;474","474"
"474","Porygon-Z (Shadow)","Porygon","TRUE",,"210",,,,"15/15/15",,,,"50",,,,"3693",,,,"Lock On, Tri Attack, Blizzard",,,"137;233;474","474"
"475","Gallade","Gallade","FALSE",,"78",,,,"15/15/15",,,,"50",,,,"3497",,,,"Confusion, Close Combat, Leaf Blade",,,"280;281;475","475"
"475","Gallade (Shadow)","Gallade","TRUE",,"58",,,,"15/15/15",,,,"50",,,,"3497",,,,"Confusion, Close Combat, Leaf Blade",,,"280;281;475","475"
"500","Emboar","Tepig","FALSE",,"146",,,,"15/15/15",,,,"50",,,,"3372",,,,"Ember, Blast Burn, Rock Slide",,,"498;499;500","500"
"500","Emboar (Shadow)","Tepig","TRUE",,"163",,,,"15/15/15",,,,"50",,,,"3372",,,,"Ember, Blast Burn, Rock Slide",,,"498;499;500","500"
"503","Samurott","Oshawott","FALSE",,"95",,,,"15/15/15",,,,"50",,,,"3194",,,,"Fury Cutter, Hydro Cannon, Razor Shell",,,"501;502;503","503"
"503","Samurott (Hisuian)","Oshawott","FALSE",,"198",,,,"15/15/15",,,,"50",,,,"3167",,,,"Snarl, Icy Wind, Razor Shell",,,"501;502;503","503"
"503","Samurott (Shadow)","Oshawott","TRUE",,"122",,,,"15/15/15",,,,"50",,,,"3194",,,,"Fury Cutter, Hydro Cannon, Razor Shell",,,"501;502;503","503"
"508","Stoutland","Lillipup","FALSE",,"150",,,,"15/15/15",,,,"50",,,,"3196",,,,"Sand Attack, Wild Charge, Crunch",,,"506;507;508","508"
"518","Musharna","Munna","FALSE",,"243",,,,"15/15/15",,,,"50",,,,"3079",,,,"Charge Beam, Psyshock, Dazzling Gleam",,,"517;518","518"
"526","Gigalith","Roggenrola","FALSE",,"196",,,,"15/15/15",,,,"50",,,,"3650",,,,"Smack Down, Superpower, Meteor Beam",,,"524;525;526","526"
"526","Gigalith (Shadow)","Roggenrola","TRUE",,"178",,,,"15/15/15",,,,"50",,,,"3650",,,,"Mud Slap, Meteor Beam, Rock Slide",,,"524;525;526","526"
"530","Excadrill","Drilbur","FALSE",,"64",,,,"15/15/15",,,,"50",,,,"3667",,,,"Mud Slap, Drill Run, Rock Slide",,,"529;530","530"
"530","Excadrill (Shadow)","Drilbur","TRUE",,"77",,,,"15/15/15",,,,"50",,,,"3667",,,,"Mud Slap, Drill Run, Rock Slide",,,"529;530","530"
"534","Conkeldurr","Timburr","FALSE",,"92",,,,"15/15/15",,,,"50",,,,"3773",,,,"Counter, Brutal Swing, Dynamic Punch",,,"532;533;534","534"
"534","Conkeldurr (Shadow)","Timburr","TRUE",,"76",,,,"15/15/15",,,,"50",,,,"3773",,,,"Poison Jab, Dynamic Punch, Brutal Swing",,,"532;533;534","534"
"537","Seismitoad","Tympole","FALSE",,"228",,,,"15/15/15",,,,"50",,,,"2899",,,,"Mud Shot, Earth Power, Muddy Water",,,"535;536;537","537"
"538","Throh","Throh","FALSE",,"257",,,,"15/15/15",,,,"50",,,,"2896",,,,"Low Kick, Body Slam, Brick Break",,,"538","538"
"538","Throh (Shadow)","Throh","TRUE",,"258",,,,"15/15/15",,,,"50",,,,"2896",,,,"Low Kick, Body Slam, Brick Break",,,"538","538"
